# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2016-01-11 14:14:53 EST       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 07344400 Red River near Hosston, LA.
# -----------------------------------------------------------------------------------
#
# Data provided for site 07344400
#    DD parameter statistic   Description
#    02   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
# 
agency_cd	site_no	datetime	02_00060_00003	02_00060_00003_cd
USGS	07344400	1987-04-17		
USGS	07344400	1987-04-18		
USGS	07344400	1987-04-19		
USGS	07344400	1987-04-20		
USGS	07344400	1987-04-21		
USGS	07344400	1987-04-22		
USGS	07344400	1987-04-23		
USGS	07344400	1987-04-24		
USGS	07344400	1987-04-25		
USGS	07344400	1987-04-26		
USGS	07344400	1987-04-27		
USGS	07344400	1987-04-28		
USGS	07344400	1987-04-29		
USGS	07344400	1987-04-30		
USGS	07344400	1987-05-01		
USGS	07344400	1987-05-02		
USGS	07344400	1987-05-03		
USGS	07344400	1987-05-04		
USGS	07344400	1987-05-05		
USGS	07344400	1987-05-06		
USGS	07344400	1987-05-07		
USGS	07344400	1987-05-08		
USGS	07344400	1987-05-09		
USGS	07344400	1987-05-10		
USGS	07344400	1987-05-11		
USGS	07344400	1987-05-12		
USGS	07344400	1987-05-13		
USGS	07344400	1987-05-14		
USGS	07344400	1987-05-15		
USGS	07344400	1987-05-16		
USGS	07344400	1987-05-17		
USGS	07344400	1987-05-18		
USGS	07344400	1987-05-19		
USGS	07344400	1987-05-20		
USGS	07344400	1987-05-21		
USGS	07344400	1987-05-22		
USGS	07344400	1987-05-23		
USGS	07344400	1987-05-24		
USGS	07344400	1987-05-25		
USGS	07344400	1987-05-26		
USGS	07344400	1987-05-27		
USGS	07344400	1987-05-28		
USGS	07344400	1987-05-29		
USGS	07344400	1987-05-30		
USGS	07344400	1987-05-31		
USGS	07344400	1987-06-01		
USGS	07344400	1987-06-02		
USGS	07344400	1987-06-03		
USGS	07344400	1987-06-04		
USGS	07344400	1987-06-05		
USGS	07344400	1987-06-06		
USGS	07344400	1987-06-07		
USGS	07344400	1987-06-08		
USGS	07344400	1987-06-09		
USGS	07344400	1987-06-10		
USGS	07344400	1987-06-11		
USGS	07344400	1987-06-12		
USGS	07344400	1987-06-13		
USGS	07344400	1987-06-14		
USGS	07344400	1987-06-15		
USGS	07344400	1987-06-16		
USGS	07344400	1987-06-17		
USGS	07344400	1987-06-18		
USGS	07344400	1987-06-19		
USGS	07344400	1987-06-20		
USGS	07344400	1987-06-21		
USGS	07344400	1987-06-22		
USGS	07344400	1987-06-23		
USGS	07344400	1987-06-24		
USGS	07344400	1987-06-25		
USGS	07344400	1987-06-26		
USGS	07344400	1987-06-27		
USGS	07344400	1987-06-28		
USGS	07344400	1987-06-29		
USGS	07344400	1987-06-30		
USGS	07344400	1987-07-01		
USGS	07344400	1987-07-02		
USGS	07344400	1987-07-03		
USGS	07344400	1987-07-04		
USGS	07344400	1987-07-05		
USGS	07344400	1987-07-06		
USGS	07344400	1987-07-07		
USGS	07344400	1987-07-08		
USGS	07344400	1987-07-09		
USGS	07344400	1987-07-10		
USGS	07344400	1987-07-11		
USGS	07344400	1987-07-12		
USGS	07344400	1987-07-13		
USGS	07344400	1987-07-14		
USGS	07344400	1987-07-15		
USGS	07344400	1987-07-16		
USGS	07344400	1987-07-17		
USGS	07344400	1987-07-18		
USGS	07344400	1987-07-19		
USGS	07344400	1987-07-20		
USGS	07344400	1987-07-21		
USGS	07344400	1987-07-22		
USGS	07344400	1987-07-23		
USGS	07344400	1987-07-24		
USGS	07344400	1987-07-25		
USGS	07344400	1987-07-26		
USGS	07344400	1987-07-27		
USGS	07344400	1987-07-28		
USGS	07344400	1987-07-29		
USGS	07344400	1987-07-30		
USGS	07344400	1987-07-31		
USGS	07344400	1987-08-01		
USGS	07344400	1987-08-02		
USGS	07344400	1987-08-03		
USGS	07344400	1987-08-04		
USGS	07344400	1987-08-05		
USGS	07344400	1987-08-06		
USGS	07344400	1987-08-07		
USGS	07344400	1987-08-08		
USGS	07344400	1987-08-09		
USGS	07344400	1987-08-10		
USGS	07344400	1987-08-11		
USGS	07344400	1987-08-12		
USGS	07344400	1987-08-13		
USGS	07344400	1987-08-14		
USGS	07344400	1987-08-15		
USGS	07344400	1987-08-16		
USGS	07344400	1987-08-17		
USGS	07344400	1987-08-18		
USGS	07344400	1987-08-19		
USGS	07344400	1987-08-20		
USGS	07344400	1987-08-21		
USGS	07344400	1987-08-22		
USGS	07344400	1987-08-23		
USGS	07344400	1987-08-24		
USGS	07344400	1987-08-25		
USGS	07344400	1987-08-26		
USGS	07344400	1987-08-27		
USGS	07344400	1987-08-28		
USGS	07344400	1987-08-29		
USGS	07344400	1987-08-30		
USGS	07344400	1987-08-31		
USGS	07344400	1987-09-01		
USGS	07344400	1987-09-02		
USGS	07344400	1987-09-03		
USGS	07344400	1987-09-04		
USGS	07344400	1987-09-05		
USGS	07344400	1987-09-06		
USGS	07344400	1987-09-07		
USGS	07344400	1987-09-08		
USGS	07344400	1987-09-09		
USGS	07344400	1987-09-10		
USGS	07344400	1987-09-11		
USGS	07344400	1987-09-12		
USGS	07344400	1987-09-13		
USGS	07344400	1987-09-14		
USGS	07344400	1987-09-15		
USGS	07344400	1987-09-16		
USGS	07344400	1987-09-17		
USGS	07344400	1987-09-18		
USGS	07344400	1987-09-19		
USGS	07344400	1987-09-20		
USGS	07344400	1987-09-21		
USGS	07344400	1987-09-22		
USGS	07344400	1987-09-23		
USGS	07344400	1987-09-24		
USGS	07344400	1987-09-25		
USGS	07344400	1987-09-26		
USGS	07344400	1987-09-27		
USGS	07344400	1987-09-28		
USGS	07344400	1987-09-29		
USGS	07344400	1987-09-30		
USGS	07344400	1987-10-01		
USGS	07344400	1987-10-02		
USGS	07344400	1987-10-03		
USGS	07344400	1987-10-04		
USGS	07344400	1987-10-05	4880	A
USGS	07344400	1987-10-06	4640	A
USGS	07344400	1987-10-07	4600	A
USGS	07344400	1987-10-08		
USGS	07344400	1987-10-09		
USGS	07344400	1987-10-10		
USGS	07344400	1987-10-11	4200	A
USGS	07344400	1987-10-12	3970	A
USGS	07344400	1987-10-13	4620	A
USGS	07344400	1987-10-14	4720	A
USGS	07344400	1987-10-15	4560	A
USGS	07344400	1987-10-16	4580	A
USGS	07344400	1987-10-17	4600	A
USGS	07344400	1987-10-18	4620	A
USGS	07344400	1987-10-19	4800	A
USGS	07344400	1987-10-20	4760	A
USGS	07344400	1987-10-21	4780	A
USGS	07344400	1987-10-22	4800	A
USGS	07344400	1987-10-23		
USGS	07344400	1987-10-24	4880	A
USGS	07344400	1987-10-25	4780	A
USGS	07344400	1987-10-26	4860	A
USGS	07344400	1987-10-27		
USGS	07344400	1987-10-28		
USGS	07344400	1987-10-29		
USGS	07344400	1987-10-30		
USGS	07344400	1987-10-31		
USGS	07344400	1987-11-01		
USGS	07344400	1987-11-02		
USGS	07344400	1987-11-03		
USGS	07344400	1987-11-04		
USGS	07344400	1987-11-05		
USGS	07344400	1987-11-06		
USGS	07344400	1987-11-07		
USGS	07344400	1987-11-08		
USGS	07344400	1987-11-09		
USGS	07344400	1987-11-10		
USGS	07344400	1987-11-11		
USGS	07344400	1987-11-12		
USGS	07344400	1987-11-13		
USGS	07344400	1987-11-14		
USGS	07344400	1987-11-15		
USGS	07344400	1987-11-16		
USGS	07344400	1987-11-17		
USGS	07344400	1987-11-18		
USGS	07344400	1987-11-19		
USGS	07344400	1987-11-20		
USGS	07344400	1987-11-21		
USGS	07344400	1987-11-22		
USGS	07344400	1987-11-23		
USGS	07344400	1987-11-24		
USGS	07344400	1987-11-25		
USGS	07344400	1987-11-26		
USGS	07344400	1987-11-27		
USGS	07344400	1987-11-28		
USGS	07344400	1987-11-29		
USGS	07344400	1987-11-30		
USGS	07344400	1987-12-01		
USGS	07344400	1987-12-02		
USGS	07344400	1987-12-03		
USGS	07344400	1987-12-04		
USGS	07344400	1987-12-05		
USGS	07344400	1987-12-06		
USGS	07344400	1987-12-07		
USGS	07344400	1987-12-08		
USGS	07344400	1987-12-09		
USGS	07344400	1987-12-10		
USGS	07344400	1987-12-11		
USGS	07344400	1987-12-12		
USGS	07344400	1987-12-13		
USGS	07344400	1987-12-14		
USGS	07344400	1987-12-15		
USGS	07344400	1987-12-16		
USGS	07344400	1987-12-17		
USGS	07344400	1987-12-18		
USGS	07344400	1987-12-19		
USGS	07344400	1987-12-20		
USGS	07344400	1987-12-21		
USGS	07344400	1987-12-22		
USGS	07344400	1987-12-23		
USGS	07344400	1987-12-24		
USGS	07344400	1987-12-25		
USGS	07344400	1987-12-26		
USGS	07344400	1987-12-27		
USGS	07344400	1987-12-28		
USGS	07344400	1987-12-29		
USGS	07344400	1987-12-30		
USGS	07344400	1987-12-31		
USGS	07344400	1988-01-01		
USGS	07344400	1988-01-02		
USGS	07344400	1988-01-03		
USGS	07344400	1988-01-04		
USGS	07344400	1988-01-05		
USGS	07344400	1988-01-06		
USGS	07344400	1988-01-07		
USGS	07344400	1988-01-08		
USGS	07344400	1988-01-09		
USGS	07344400	1988-01-10		
USGS	07344400	1988-01-11		
USGS	07344400	1988-01-12		
USGS	07344400	1988-01-13		
USGS	07344400	1988-01-14		
USGS	07344400	1988-01-15		
USGS	07344400	1988-01-16		
USGS	07344400	1988-01-17		
USGS	07344400	1988-01-18		
USGS	07344400	1988-01-19		
USGS	07344400	1988-01-20		
USGS	07344400	1988-01-21		
USGS	07344400	1988-01-22		
USGS	07344400	1988-01-23		
USGS	07344400	1988-01-24		
USGS	07344400	1988-01-25		
USGS	07344400	1988-01-26		
USGS	07344400	1988-01-27		
USGS	07344400	1988-01-28		
USGS	07344400	1988-01-29		
USGS	07344400	1988-01-30		
USGS	07344400	1988-01-31		
USGS	07344400	1988-02-01		
USGS	07344400	1988-02-02		
USGS	07344400	1988-02-03		
USGS	07344400	1988-02-04		
USGS	07344400	1988-02-05		
USGS	07344400	1988-02-06		
USGS	07344400	1988-02-07		
USGS	07344400	1988-02-08		
USGS	07344400	1988-02-09		
USGS	07344400	1988-02-10		
USGS	07344400	1988-02-11		
USGS	07344400	1988-02-12		
USGS	07344400	1988-02-13		
USGS	07344400	1988-02-14		
USGS	07344400	1988-02-15		
USGS	07344400	1988-02-16		
USGS	07344400	1988-02-17		
USGS	07344400	1988-02-18		
USGS	07344400	1988-02-19		
USGS	07344400	1988-02-20		
USGS	07344400	1988-02-21		
USGS	07344400	1988-02-22		
USGS	07344400	1988-02-23		
USGS	07344400	1988-02-24		
USGS	07344400	1988-02-25		
USGS	07344400	1988-02-26		
USGS	07344400	1988-02-27		
USGS	07344400	1988-02-28		
USGS	07344400	1988-02-29		
USGS	07344400	1988-03-01		
USGS	07344400	1988-03-02		
USGS	07344400	1988-03-03		
USGS	07344400	1988-03-04		
USGS	07344400	1988-03-05		
USGS	07344400	1988-03-06		
USGS	07344400	1988-03-07		
USGS	07344400	1988-03-08		
USGS	07344400	1988-03-09		
USGS	07344400	1988-03-10		
USGS	07344400	1988-03-11		
USGS	07344400	1988-03-12		
USGS	07344400	1988-03-13		
USGS	07344400	1988-03-14		
USGS	07344400	1988-03-15		
USGS	07344400	1988-03-16		
USGS	07344400	1988-03-17		
USGS	07344400	1988-03-18		
USGS	07344400	1988-03-19		
USGS	07344400	1988-03-20		
USGS	07344400	1988-03-21		
USGS	07344400	1988-03-22		
USGS	07344400	1988-03-23		
USGS	07344400	1988-03-24		
USGS	07344400	1988-03-25		
USGS	07344400	1988-03-26		
USGS	07344400	1988-03-27		
USGS	07344400	1988-03-28		
USGS	07344400	1988-03-29		
USGS	07344400	1988-03-30		
USGS	07344400	1988-03-31		
USGS	07344400	1988-04-01		
USGS	07344400	1988-04-02		
USGS	07344400	1988-04-03		
USGS	07344400	1988-04-04		
USGS	07344400	1988-04-05		
USGS	07344400	1988-04-06		
USGS	07344400	1988-04-07		
USGS	07344400	1988-04-08		
USGS	07344400	1988-04-09		
USGS	07344400	1988-04-10		
USGS	07344400	1988-04-11		
USGS	07344400	1988-04-12		
USGS	07344400	1988-04-13		
USGS	07344400	1988-04-14		
USGS	07344400	1988-04-15		
USGS	07344400	1988-04-16		
USGS	07344400	1988-04-17		
USGS	07344400	1988-04-18		
USGS	07344400	1988-04-19		
USGS	07344400	1988-04-20		
USGS	07344400	1988-04-21		
USGS	07344400	1988-04-22		
USGS	07344400	1988-04-23		
USGS	07344400	1988-04-24		
USGS	07344400	1988-04-25		
USGS	07344400	1988-04-26		
USGS	07344400	1988-04-27		
USGS	07344400	1988-04-28		
USGS	07344400	1988-04-29		
USGS	07344400	1988-04-30		
USGS	07344400	1988-05-01		
USGS	07344400	1988-05-02		
USGS	07344400	1988-05-03		
USGS	07344400	1988-05-04		
USGS	07344400	1988-05-05		
USGS	07344400	1988-05-06		
USGS	07344400	1988-05-07		
USGS	07344400	1988-05-08		
USGS	07344400	1988-05-09		
USGS	07344400	1988-05-10		
USGS	07344400	1988-05-11		
USGS	07344400	1988-05-12		
USGS	07344400	1988-05-13		
USGS	07344400	1988-05-14		
USGS	07344400	1988-05-15		
USGS	07344400	1988-05-16		
USGS	07344400	1988-05-17		
USGS	07344400	1988-05-18		
USGS	07344400	1988-05-19		
USGS	07344400	1988-05-20		
USGS	07344400	1988-05-21		
USGS	07344400	1988-05-22		
USGS	07344400	1988-05-23		
USGS	07344400	1988-05-24		
USGS	07344400	1988-05-25		
USGS	07344400	1988-05-26		
USGS	07344400	1988-05-27		
USGS	07344400	1988-05-28		
USGS	07344400	1988-05-29		
USGS	07344400	1988-05-30	4780	A
USGS	07344400	1988-05-31	4640	A
USGS	07344400	1988-06-01	4580	A
USGS	07344400	1988-06-02	4450	A
USGS	07344400	1988-06-03	4370	A
USGS	07344400	1988-06-04	4370	A
USGS	07344400	1988-06-05	4220	A
USGS	07344400	1988-06-06	4160	A
USGS	07344400	1988-06-07	3990	A
USGS	07344400	1988-06-08	3930	A
USGS	07344400	1988-06-09	4260	A
USGS	07344400	1988-06-10	4220	A
USGS	07344400	1988-06-11	4030	A
USGS	07344400	1988-06-12	4030	A
USGS	07344400	1988-06-13	3970	A
USGS	07344400	1988-06-14	3870	A
USGS	07344400	1988-06-15	3800	A
USGS	07344400	1988-06-16	3610	A
USGS	07344400	1988-06-17	3560	A
USGS	07344400	1988-06-18	3520	A
USGS	07344400	1988-06-19	3410	A
USGS	07344400	1988-06-20	3190	A
USGS	07344400	1988-06-21	3040	A
USGS	07344400	1988-06-22	3120	A
USGS	07344400	1988-06-23	2980	A
USGS	07344400	1988-06-24	3020	A
USGS	07344400	1988-06-25	3000	A
USGS	07344400	1988-06-26	2980	A
USGS	07344400	1988-06-27	2950	A
USGS	07344400	1988-06-28	3020	A
USGS	07344400	1988-06-29	2980	A
USGS	07344400	1988-06-30	3020	A
USGS	07344400	1988-07-01	3020	A
USGS	07344400	1988-07-02	3120	A
USGS	07344400	1988-07-03	3190	A
USGS	07344400	1988-07-04	3240	A
USGS	07344400	1988-07-05	3500	A
USGS	07344400	1988-07-06	4030	A
USGS	07344400	1988-07-07	4100	A
USGS	07344400	1988-07-08	4080	A
USGS	07344400	1988-07-09	3780	A
USGS	07344400	1988-07-10	3490	A
USGS	07344400	1988-07-11	3470	A
USGS	07344400	1988-07-12	3450	A
USGS	07344400	1988-07-13	3450	A
USGS	07344400	1988-07-14	3430	A
USGS	07344400	1988-07-15	3680	A
USGS	07344400	1988-07-16		
USGS	07344400	1988-07-17		
USGS	07344400	1988-07-18		
USGS	07344400	1988-07-19		
USGS	07344400	1988-07-20		
USGS	07344400	1988-07-21	4920	A
USGS	07344400	1988-07-22	4490	A
USGS	07344400	1988-07-23	3930	A
USGS	07344400	1988-07-24	3590	A
USGS	07344400	1988-07-25	3540	A
USGS	07344400	1988-07-26	3400	A
USGS	07344400	1988-07-27	3320	A
USGS	07344400	1988-07-28	3220	A
USGS	07344400	1988-07-29	3120	A
USGS	07344400	1988-07-30	3050	A
USGS	07344400	1988-07-31	3100	A
USGS	07344400	1988-08-01	3120	A
USGS	07344400	1988-08-02	3140	A
USGS	07344400	1988-08-03	3120	A
USGS	07344400	1988-08-04	3140	A
USGS	07344400	1988-08-05	3260	A
USGS	07344400	1988-08-06	3240	A
USGS	07344400	1988-08-07	3190	A
USGS	07344400	1988-08-08	3190	A
USGS	07344400	1988-08-09	3240	A
USGS	07344400	1988-08-10	3100	A
USGS	07344400	1988-08-11	3140	A
USGS	07344400	1988-08-12	3190	A
USGS	07344400	1988-08-13	3190	A
USGS	07344400	1988-08-14	3310	A
USGS	07344400	1988-08-15	3560	A
USGS	07344400	1988-08-16	3890	A
USGS	07344400	1988-08-17		
USGS	07344400	1988-08-18		
USGS	07344400	1988-08-19		
USGS	07344400	1988-08-20		
USGS	07344400	1988-08-21		
USGS	07344400	1988-08-22		
USGS	07344400	1988-08-23		
USGS	07344400	1988-08-24		
USGS	07344400	1988-08-25		
USGS	07344400	1988-08-26		
USGS	07344400	1988-08-27		
USGS	07344400	1988-08-28		
USGS	07344400	1988-08-29		
USGS	07344400	1988-08-30	4820	A
USGS	07344400	1988-08-31	4550	A
USGS	07344400	1988-09-01	4370	A
USGS	07344400	1988-09-02	4780	A
USGS	07344400	1988-09-03		
USGS	07344400	1988-09-04		
USGS	07344400	1988-09-05		
USGS	07344400	1988-09-06		
USGS	07344400	1988-09-07		
USGS	07344400	1988-09-08		
USGS	07344400	1988-09-09		
USGS	07344400	1988-09-10		
USGS	07344400	1988-09-11		
USGS	07344400	1988-09-12		
USGS	07344400	1988-09-13		
USGS	07344400	1988-09-14		
USGS	07344400	1988-09-15	4640	A
USGS	07344400	1988-09-16	4450	A
USGS	07344400	1988-09-17	3360	A
USGS	07344400	1988-09-18	3140	A
USGS	07344400	1988-09-19	3200	A
USGS	07344400	1988-09-20	2970	A
USGS	07344400	1988-09-21	2790	A
USGS	07344400	1988-09-22	2650	A
USGS	07344400	1988-09-23	2510	A
USGS	07344400	1988-09-24	2410	A
USGS	07344400	1988-09-25	2330	A
USGS	07344400	1988-09-26	2240	A
USGS	07344400	1988-09-27	2180	A
USGS	07344400	1988-09-28	2150	A
USGS	07344400	1988-09-29	2030	A
USGS	07344400	1988-09-30	1910	A
USGS	07344400	1988-10-01	1990	A
USGS	07344400	1988-10-02	2060	A
USGS	07344400	1988-10-03	2170	A
USGS	07344400	1988-10-04	2150	A
USGS	07344400	1988-10-05	2020	A
USGS	07344400	1988-10-06	1900	A
USGS	07344400	1988-10-07	1840	A
USGS	07344400	1988-10-08	1840	A
USGS	07344400	1988-10-09	1810	A
USGS	07344400	1988-10-10	1770	A
USGS	07344400	1988-10-11	1770	A
USGS	07344400	1988-10-12	1870	A
USGS	07344400	1988-10-13	2360	A
USGS	07344400	1988-10-14	2920	A
USGS	07344400	1988-10-15	3150	A
USGS	07344400	1988-10-16	3150	A
USGS	07344400	1988-10-17	3140	A
USGS	07344400	1988-10-18	3240	A
USGS	07344400	1988-10-19	3270	A
USGS	07344400	1988-10-20	3380	A
USGS	07344400	1988-10-21	3470	A
USGS	07344400	1988-10-22	3380	A
USGS	07344400	1988-10-23	3190	A
USGS	07344400	1988-10-24	3200	A
USGS	07344400	1988-10-25	3470	A
USGS	07344400	1988-10-26	3800	A
USGS	07344400	1988-10-27	3930	A
USGS	07344400	1988-10-28	3990	A
USGS	07344400	1988-10-29	3970	A
USGS	07344400	1988-10-30	3850	A
USGS	07344400	1988-10-31	3760	A
USGS	07344400	1988-11-01	3450	A
USGS	07344400	1988-11-02	3070	A
USGS	07344400	1988-11-03	2790	A
USGS	07344400	1988-11-04	2470	A
USGS	07344400	1988-11-05	2360	A
USGS	07344400	1988-11-06	2820	A
USGS	07344400	1988-11-07	3470	A
USGS	07344400	1988-11-08	3870	A
USGS	07344400	1988-11-09	3970	A
USGS	07344400	1988-11-10	3910	A
USGS	07344400	1988-11-11	3930	A
USGS	07344400	1988-11-12	4720	A
USGS	07344400	1988-11-13		
USGS	07344400	1988-11-14		
USGS	07344400	1988-11-15		
USGS	07344400	1988-11-16		
USGS	07344400	1988-11-17		
USGS	07344400	1988-11-18		
USGS	07344400	1988-11-19		
USGS	07344400	1988-11-20		
USGS	07344400	1988-11-21		
USGS	07344400	1988-11-22		
USGS	07344400	1988-11-23		
USGS	07344400	1988-11-24		
USGS	07344400	1988-11-25		
USGS	07344400	1988-11-26		
USGS	07344400	1988-11-27		
USGS	07344400	1988-11-28		
USGS	07344400	1988-11-29		
USGS	07344400	1988-11-30		
USGS	07344400	1988-12-01		
USGS	07344400	1988-12-02		
USGS	07344400	1988-12-03		
USGS	07344400	1988-12-04		
USGS	07344400	1988-12-05		
USGS	07344400	1988-12-06		
USGS	07344400	1988-12-07		
USGS	07344400	1988-12-08		
USGS	07344400	1988-12-09		
USGS	07344400	1988-12-10		
USGS	07344400	1988-12-11		
USGS	07344400	1988-12-12		
USGS	07344400	1988-12-13		
USGS	07344400	1988-12-14		
USGS	07344400	1988-12-15		
USGS	07344400	1988-12-16		
USGS	07344400	1988-12-17		
USGS	07344400	1988-12-18		
USGS	07344400	1988-12-19		
USGS	07344400	1988-12-20		
USGS	07344400	1988-12-21		
USGS	07344400	1988-12-22		
USGS	07344400	1988-12-23		
USGS	07344400	1988-12-24		
USGS	07344400	1988-12-25		
USGS	07344400	1988-12-26		
USGS	07344400	1988-12-27		
USGS	07344400	1988-12-28		
USGS	07344400	1988-12-29		
USGS	07344400	1988-12-30		
USGS	07344400	1988-12-31		
USGS	07344400	1989-01-01		
USGS	07344400	1989-01-02		
USGS	07344400	1989-01-03		
USGS	07344400	1989-01-04		
USGS	07344400	1989-01-05		
USGS	07344400	1989-01-06		
USGS	07344400	1989-01-07		
USGS	07344400	1989-01-08		
USGS	07344400	1989-01-09		
USGS	07344400	1989-01-10		
USGS	07344400	1989-01-11		
USGS	07344400	1989-01-12		
USGS	07344400	1989-01-13		
USGS	07344400	1989-01-14		
USGS	07344400	1989-01-15		
USGS	07344400	1989-01-16		
USGS	07344400	1989-01-17		
USGS	07344400	1989-01-18		
USGS	07344400	1989-01-19		
USGS	07344400	1989-01-20		
USGS	07344400	1989-01-21		
USGS	07344400	1989-01-22		
USGS	07344400	1989-01-23		
USGS	07344400	1989-01-24		
USGS	07344400	1989-01-25		
USGS	07344400	1989-01-26		
USGS	07344400	1989-01-27		
USGS	07344400	1989-01-28		
USGS	07344400	1989-01-29		
USGS	07344400	1989-01-30		
USGS	07344400	1989-01-31		
USGS	07344400	1989-02-01		
USGS	07344400	1989-02-02		
USGS	07344400	1989-02-03		
USGS	07344400	1989-02-04		
USGS	07344400	1989-02-05		
USGS	07344400	1989-02-06		
USGS	07344400	1989-02-07		
USGS	07344400	1989-02-08		
USGS	07344400	1989-02-09		
USGS	07344400	1989-02-10		
USGS	07344400	1989-02-11		
USGS	07344400	1989-02-12		
USGS	07344400	1989-02-13		
USGS	07344400	1989-02-14		
USGS	07344400	1989-02-15		
USGS	07344400	1989-02-16		
USGS	07344400	1989-02-17		
USGS	07344400	1989-02-18		
USGS	07344400	1989-02-19		
USGS	07344400	1989-02-20		
USGS	07344400	1989-02-21		
USGS	07344400	1989-02-22		
USGS	07344400	1989-02-23		
USGS	07344400	1989-02-24		
USGS	07344400	1989-02-25		
USGS	07344400	1989-02-26		
USGS	07344400	1989-02-27		
USGS	07344400	1989-02-28		
USGS	07344400	1989-03-01		
USGS	07344400	1989-03-02		
USGS	07344400	1989-03-03		
USGS	07344400	1989-03-04		
USGS	07344400	1989-03-05		
USGS	07344400	1989-03-06		
USGS	07344400	1989-03-07		
USGS	07344400	1989-03-08		
USGS	07344400	1989-03-09		
USGS	07344400	1989-03-10		
USGS	07344400	1989-03-11		
USGS	07344400	1989-03-12		
USGS	07344400	1989-03-13		
USGS	07344400	1989-03-14		
USGS	07344400	1989-03-15		
USGS	07344400	1989-03-16		
USGS	07344400	1989-03-17		
USGS	07344400	1989-03-18		
USGS	07344400	1989-03-19		
USGS	07344400	1989-03-20		
USGS	07344400	1989-03-21		
USGS	07344400	1989-03-22		
USGS	07344400	1989-03-23		
USGS	07344400	1989-03-24		
USGS	07344400	1989-03-25		
USGS	07344400	1989-03-26		
USGS	07344400	1989-03-27		
USGS	07344400	1989-03-28		
USGS	07344400	1989-03-29		
USGS	07344400	1989-03-30		
USGS	07344400	1989-03-31		
USGS	07344400	1989-04-01		
USGS	07344400	1989-04-02		
USGS	07344400	1989-04-03		
USGS	07344400	1989-04-04		
USGS	07344400	1989-04-05		
USGS	07344400	1989-04-06		
USGS	07344400	1989-04-07		
USGS	07344400	1989-04-08		
USGS	07344400	1989-04-09		
USGS	07344400	1989-04-10		
USGS	07344400	1989-04-11		
USGS	07344400	1989-04-12		
USGS	07344400	1989-04-13		
USGS	07344400	1989-04-14		
USGS	07344400	1989-04-15		
USGS	07344400	1989-04-16		
USGS	07344400	1989-04-17		
USGS	07344400	1989-04-18		
USGS	07344400	1989-04-19		
USGS	07344400	1989-04-20		
USGS	07344400	1989-04-21		
USGS	07344400	1989-04-22		
USGS	07344400	1989-04-23		
USGS	07344400	1989-04-24		
USGS	07344400	1989-04-25		
USGS	07344400	1989-04-26		
USGS	07344400	1989-04-27		
USGS	07344400	1989-04-28		
USGS	07344400	1989-04-29		
USGS	07344400	1989-04-30		
USGS	07344400	1989-05-01		
USGS	07344400	1989-05-02		
USGS	07344400	1989-05-03		
USGS	07344400	1989-05-04		
USGS	07344400	1989-05-05		
USGS	07344400	1989-05-06		
USGS	07344400	1989-05-07		
USGS	07344400	1989-05-08		
USGS	07344400	1989-05-09		
USGS	07344400	1989-05-10		
USGS	07344400	1989-05-11		
USGS	07344400	1989-05-12		
USGS	07344400	1989-05-13		
USGS	07344400	1989-05-14		
USGS	07344400	1989-05-15		
USGS	07344400	1989-05-16		
USGS	07344400	1989-05-17		
USGS	07344400	1989-05-18		
USGS	07344400	1989-05-19		
USGS	07344400	1989-05-20		
USGS	07344400	1989-05-21		
USGS	07344400	1989-05-22		
USGS	07344400	1989-05-23		
USGS	07344400	1989-05-24		
USGS	07344400	1989-05-25		
USGS	07344400	1989-05-26		
USGS	07344400	1989-05-27		
USGS	07344400	1989-05-28		
USGS	07344400	1989-05-29		
USGS	07344400	1989-05-30		
USGS	07344400	1989-05-31		
USGS	07344400	1989-06-01		
USGS	07344400	1989-06-02		
USGS	07344400	1989-06-03		
USGS	07344400	1989-06-04		
USGS	07344400	1989-06-05		
USGS	07344400	1989-06-06		
USGS	07344400	1989-06-07		
USGS	07344400	1989-06-08		
USGS	07344400	1989-06-09		
USGS	07344400	1989-06-10		
USGS	07344400	1989-06-11		
USGS	07344400	1989-06-12		
USGS	07344400	1989-06-13		
USGS	07344400	1989-06-14		
USGS	07344400	1989-06-15		
USGS	07344400	1989-06-16		
USGS	07344400	1989-06-17		
USGS	07344400	1989-06-18		
USGS	07344400	1989-06-19		
USGS	07344400	1989-06-20		
USGS	07344400	1989-06-21		
USGS	07344400	1989-06-22		
USGS	07344400	1989-06-23		
USGS	07344400	1989-06-24		
USGS	07344400	1989-06-25		
USGS	07344400	1989-06-26		
USGS	07344400	1989-06-27		
USGS	07344400	1989-06-28		
USGS	07344400	1989-06-29		
USGS	07344400	1989-06-30		
